,Calendar,Calendar color,Event,Duration,Duration seconds,Start time,End time
22,00_DeadLines,#f83a22,C#,0,0.0,0,0
23,00_DeadLines,#f83a22,Фото для АйДи,0,0.0,0,0
24,00_DeadLines,#f83a22,Python | Тема 6,0,0.0,0,0
25,00_DeadLines,#f83a22,КГ мерч,0,0.0,0,0
26,00_DeadLines,#f83a22,Diploma | Набросок блок-схемы,0,0.0,0,0
27,00_DeadLines,#f83a22,Python | Тема 7,0,0.0,0,0
28,00_DeadLines,#f83a22,Python | Тема 1,0,0.0,0,0
29,00_DeadLines,#f83a22,Diploma | Обзор. Менеджмент,0,0.0,0,0
30,00_DeadLines,#f83a22,Ярику подарок,0,0.0,0,0
31,00_DeadLines,#f83a22,Diploma | Блок-схема,0,0.0,0,0
32,00_DeadLines,#f83a22,Diploma | Обзор. Примеры зданий,0,0.0,0,0
33,00_DeadLines,#f83a22,C# | Эф. алг.,0,0.0,0,0
34,00_DeadLines,#f83a22,Латех готовая преза,0,0.0,0,0
35,00_DeadLines,#f83a22,Python | Тема 1,0,0.0,0,0
36,00_DeadLines,#f83a22,Python | Тема 2,0,0.0,0,0
37,00_DeadLines,#f83a22,Diploma | Глава 2 основа,0,0.0,0,0
38,00_DeadLines,#f83a22,C# | Рекурсивные алгоритмы,0,0.0,0,0
39,00_DeadLines,#f83a22,Латех АйДи выступление,0,0.0,0,0
40,00_DeadLines,#f83a22,Python | Тема 3,0,0.0,0,0
41,00_DeadLines,#f83a22,Pile Optimization,0,0.0,0,0
42,00_DeadLines,#f83a22,Diploma | BPMN х2,0,0.0,0,0
43,00_DeadLines,#f83a22,Pyhon | Практика по ifc,0,0.0,0,0
44,00_DeadLines,#f83a22,C# | Алг. с мас. Полностью,0,0.0,0,0
45,00_DeadLines,#f83a22,C# | Алг. с мас. 2,0,0.0,0,0
46,00_DeadLines,#f83a22,Diploma | алгоритм проверки,0,0.0,0,0
47,00_DeadLines,#f83a22,Diploma | Итерация текста Глава 2,0,0.0,0,0
48,00_DeadLines,#f83a22,C# | Списки,0,0.0,0,0
49,00_DeadLines,#f83a22,Python | О-нотация,0,0.0,0,0
50,00_DeadLines,#f83a22,C# | Програм. списков,0,0.0,0,0
51,00_DeadLines,#f83a22,Неделя науки | Статья,0,0.0,0,0
52,00_DeadLines,#f83a22,Python | Итер.и рек. алг.,0,0.0,0,0
53,00_DeadLines,#f83a22,Diploma | Глава 1,0,0.0,0,0
54,00_DeadLines,#f83a22,Отчет по практике,0,0.0,0,0
55,00_DeadLines,#f83a22,Python | Сортировки,0,0.0,0,0
56,00_DeadLines,#f83a22,C# | Хэширование,0,0.0,0,0
57,00_DeadLines,#f83a22,Статья,0,0.0,0,0
58,00_DeadLines,#f83a22,Python | Динам. прогр.,0,0.0,0,0
59,00_DeadLines,#f83a22,C# | Обработка ошибок,0,0.0,0,0
60,00_DeadLines,#f83a22,C# | Обработка строк,0,0.0,0,0
61,00_DeadLines,#f83a22,C# | Стратегии в алг.,0,0.0,0,0
62,00_DeadLines,#f83a22,Python | Графы и деревья,0,0.0,0,0
63,00_DeadLines,#f83a22,Diploma | Глава 3. Структура,0,0.0,0,0
64,00_DeadLines,#f83a22,Diploma | Опросные листы,0,0.0,0,0
65,00_DeadLines,#f83a22,Diploma | Проверка соответствия атрибутов,0,0.0,0,0
66,00_DeadLines,#f83a22,Неделя науки | Презентация,0,0.0,0,0
67,00_DeadLines,#f83a22,Diploma | IDS,0,0.0,0,0
68,00_DeadLines,#f83a22,Diploma | Глава 2 и 1,0,0.0,0,0
69,00_DeadLines,#f83a22,Diploma | Апробация,0,0.0,0,0
70,00_DeadLines,#f83a22,C# | Базовые понятия,0,0.0,0,0
71,00_DeadLines,#f83a22,Python | Git,0,0.0,0,0
72,00_DeadLines,#f83a22,Diploma | Sprint Апробация,0,0.0,0,0
73,00_DeadLines,#f83a22,Diploma | Схема кода,0,0.0,0,0
74,20_Политех | Пары,#9fe1e7,СЕССИЯ,0,0.0,0,0
75,20_Политех | Пары,#9fe1e7,Технологическая практика,0,0.0,0,0
76,20_Политех | Пары,#9fe1e7,НИР,0,0.0,0,0
77,20_Политех | Пары,#9fe1e7,Школяр | КП,1:00:00,3600.0,2023-01-09 11:00:00+03:00,2023-01-09 12:00:00+03:00
78,20_Политех | Пары,#9fe1e7,Школяр | ЗО,0:30:00,1800.0,2023-01-11 10:00:00+03:00,2023-01-11 10:30:00+03:00
79,20_Политех | Пары,#9fe1e7,НИР | З,1:00:00,3600.0,2023-01-17 14:00:00+03:00,2023-01-17 15:00:00+03:00
80,20_Политех | Пары,#9fe1e7,Вентиляция | З,1:00:00,3600.0,2023-01-18 14:00:00+03:00,2023-01-18 15:00:00+03:00
81,20_Политех | Пары,#9fe1e7,Установочная лекция по практике,0:40:00,2400.0,2023-01-26 10:00:00+03:00,2023-01-26 10:40:00+03:00
82,20_Политех | Пары,#9fe1e7,Тех.пр. защита,1:00:00,3600.0,2023-03-10 10:00:00+03:00,2023-03-10 11:00:00+03:00
83,20_Политех | Пары,#9fe1e7,Неделя науки,2:00:00,7200.0,2023-04-05 15:00:00+03:00,2023-04-05 17:00:00+03:00
84,21_Политех | Уроки,#9a9cff,Упр. пр. | подготовка к Э,0:45:00,2700.0,2023-01-11 20:00:00+03:00,2023-01-11 20:45:00+03:00
85,21_Политех | Уроки,#9a9cff,Вентиляция,1:00:00,3600.0,2023-01-15 16:45:00+03:00,2023-01-15 17:45:00+03:00
86,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-01-05 00:30:00+03:00,2023-01-05 01:00:00+03:00
87,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-01-05 11:00:00+03:00,2023-01-05 11:30:00+03:00
88,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-01-09 00:15:00+03:00,2023-01-09 00:45:00+03:00
89,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-01-10 00:30:00+03:00,2023-01-10 01:15:00+03:00
90,25_BIM IT,#9a9cff,Python,1:30:00,5400.0,2023-01-06 22:45:00+03:00,2023-01-07 00:15:00+03:00
91,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-01-07 11:30:00+03:00,2023-01-07 12:30:00+03:00
92,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-01-07 20:30:00+03:00,2023-01-07 21:00:00+03:00
93,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-01-08 19:30:00+03:00,2023-01-08 20:00:00+03:00
94,25_BIM IT,#9a9cff,Python,3:15:00,11700.0,2023-01-10 17:00:00+03:00,2023-01-10 20:15:00+03:00
95,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-01-11 21:30:00+03:00,2023-01-11 22:30:00+03:00
96,25_BIM IT,#9a9cff,Python,1:15:00,4500.0,2023-01-13 21:00:00+03:00,2023-01-13 22:15:00+03:00
97,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-13 22:30:00+03:00,2023-01-13 23:15:00+03:00
98,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-14 14:45:00+03:00,2023-01-14 15:30:00+03:00
99,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-14 16:00:00+03:00,2023-01-14 16:45:00+03:00
100,25_BIM IT,#9a9cff,Python,1:30:00,5400.0,2023-01-14 20:30:00+03:00,2023-01-14 22:00:00+03:00
101,25_BIM IT,#9a9cff,Python,1:30:00,5400.0,2023-01-14 23:00:00+03:00,2023-01-15 00:30:00+03:00
102,25_BIM IT,#9a9cff,Python,1:30:00,5400.0,2023-01-15 21:00:00+03:00,2023-01-15 22:30:00+03:00
103,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-15 22:45:00+03:00,2023-01-15 23:30:00+03:00
104,25_BIM IT,#9a9cff,Python,1:15:00,4500.0,2023-01-17 09:00:00+03:00,2023-01-17 10:15:00+03:00
105,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-01-17 10:30:00+03:00,2023-01-17 11:00:00+03:00
106,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-01-17 11:30:00+03:00,2023-01-17 12:00:00+03:00
107,25_BIM IT,#9a9cff,Python,0:15:00,900.0,2023-01-17 23:45:00+03:00,2023-01-18 00:00:00+03:00
108,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-18 09:15:00+03:00,2023-01-18 10:00:00+03:00
109,25_BIM IT,#9a9cff,Python,1:15:00,4500.0,2023-01-18 10:45:00+03:00,2023-01-18 12:00:00+03:00
110,25_BIM IT,#9a9cff,Python,0:15:00,900.0,2023-01-18 21:00:00+03:00,2023-01-18 21:15:00+03:00
111,25_BIM IT,#9a9cff,Python,1:30:00,5400.0,2023-01-18 21:30:00+03:00,2023-01-18 23:00:00+03:00
112,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-01-20 21:00:00+03:00,2023-01-20 21:30:00+03:00
113,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-01-20 22:00:00+03:00,2023-01-20 22:30:00+03:00
114,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-20 23:00:00+03:00,2023-01-20 23:45:00+03:00
115,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-01-21 16:15:00+03:00,2023-01-21 17:15:00+03:00
116,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-21 17:45:00+03:00,2023-01-21 18:30:00+03:00
117,25_BIM IT,#9a9cff,C#,1:00:00,3600.0,2023-01-22 13:00:00+03:00,2023-01-22 14:00:00+03:00
118,25_BIM IT,#9a9cff,C#,1:15:00,4500.0,2023-01-22 14:30:00+03:00,2023-01-22 15:45:00+03:00
119,25_BIM IT,#9a9cff,C#,2:00:00,7200.0,2023-01-22 16:30:00+03:00,2023-01-22 18:30:00+03:00
120,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-01-23 00:30:00+03:00,2023-01-23 01:30:00+03:00
121,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-24 16:00:00+03:00,2023-01-24 16:45:00+03:00
122,25_BIM IT,#9a9cff,Python,0:15:00,900.0,2023-01-24 18:00:00+03:00,2023-01-24 18:15:00+03:00
123,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-01-27 23:30:00+03:00,2023-01-28 00:30:00+03:00
124,25_BIM IT,#9a9cff,Python,1:30:00,5400.0,2023-01-28 09:30:00+03:00,2023-01-28 11:00:00+03:00
125,25_BIM IT,#9a9cff,Python,0:15:00,900.0,2023-01-28 12:45:00+03:00,2023-01-28 13:00:00+03:00
126,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-01-28 13:30:00+03:00,2023-01-28 14:00:00+03:00
127,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-28 19:30:00+03:00,2023-01-28 20:15:00+03:00
128,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-01-29 11:45:00+03:00,2023-01-29 12:45:00+03:00
129,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-01-29 17:45:00+03:00,2023-01-29 18:45:00+03:00
130,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-01-29 20:00:00+03:00,2023-01-29 20:45:00+03:00
131,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-01-29 22:00:00+03:00,2023-01-29 23:00:00+03:00
132,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-01-30 07:30:00+03:00,2023-01-30 08:00:00+03:00
133,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-02-01 11:00:00+03:00,2023-02-01 12:00:00+03:00
134,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-02-01 12:30:00+03:00,2023-02-01 13:30:00+03:00
135,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-02-01 21:00:00+03:00,2023-02-01 22:00:00+03:00
136,25_BIM IT,#9a9cff,C#,2:45:00,9900.0,2023-02-04 10:00:00+03:00,2023-02-04 12:45:00+03:00
137,25_BIM IT,#9a9cff,C#,2:45:00,9900.0,2023-02-07 14:00:00+03:00,2023-02-07 16:45:00+03:00
138,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-02-07 19:30:00+03:00,2023-02-07 20:00:00+03:00
139,25_BIM IT,#9a9cff,C#,1:15:00,4500.0,2023-02-08 17:00:00+03:00,2023-02-08 18:15:00+03:00
140,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-02-08 20:30:00+03:00,2023-02-08 21:00:00+03:00
141,25_BIM IT,#9a9cff,Python,1:30:00,5400.0,2023-02-09 08:30:00+03:00,2023-02-09 10:00:00+03:00
142,25_BIM IT,#9a9cff,Python,1:45:00,6300.0,2023-02-10 21:00:00+03:00,2023-02-10 22:45:00+03:00
143,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-02-11 21:00:00+03:00,2023-02-11 22:00:00+03:00
144,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-02-12 10:00:00+03:00,2023-02-12 10:45:00+03:00
145,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-02-12 12:30:00+03:00,2023-02-12 13:00:00+03:00
146,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-02-12 20:45:00+03:00,2023-02-12 21:30:00+03:00
147,25_BIM IT,#9a9cff,C#,1:15:00,4500.0,2023-02-14 08:30:00+03:00,2023-02-14 09:45:00+03:00
148,25_BIM IT,#9a9cff,C#,2:15:00,8100.0,2023-02-14 16:30:00+03:00,2023-02-14 18:45:00+03:00
149,25_BIM IT,#9a9cff,C#,1:15:00,4500.0,2023-02-14 19:15:00+03:00,2023-02-14 20:30:00+03:00
150,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-02-14 21:00:00+03:00,2023-02-14 21:45:00+03:00
151,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-02-15 10:30:00+03:00,2023-02-15 11:00:00+03:00
152,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-02-15 20:45:00+03:00,2023-02-15 21:30:00+03:00
153,25_BIM IT,#9a9cff,C#,1:45:00,6300.0,2023-02-17 14:00:00+03:00,2023-02-17 15:45:00+03:00
154,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-02-17 18:30:00+03:00,2023-02-17 19:00:00+03:00
155,25_BIM IT,#9a9cff,C#,1:00:00,3600.0,2023-02-21 09:30:00+03:00,2023-02-21 10:30:00+03:00
156,25_BIM IT,#9a9cff,C#,1:00:00,3600.0,2023-02-21 11:00:00+03:00,2023-02-21 12:00:00+03:00
157,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-02-21 13:30:00+03:00,2023-02-21 14:15:00+03:00
158,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-02-22 20:00:00+03:00,2023-02-22 20:30:00+03:00
159,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-02-23 09:45:00+03:00,2023-02-23 10:30:00+03:00
160,25_BIM IT,#9a9cff,C#,1:00:00,3600.0,2023-02-23 08:30:00+03:00,2023-02-23 09:30:00+03:00
161,25_BIM IT,#9a9cff,ООП,2:30:00,9000.0,2023-02-23 12:30:00+03:00,2023-02-23 15:00:00+03:00
162,25_BIM IT,#9a9cff,Python,2:00:00,7200.0,2023-02-24 10:30:00+03:00,2023-02-24 12:30:00+03:00
163,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-02-24 13:45:00+03:00,2023-02-24 14:30:00+03:00
164,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-02-25 08:45:00+03:00,2023-02-25 09:30:00+03:00
165,25_BIM IT,#9a9cff,Python,1:15:00,4500.0,2023-02-25 13:15:00+03:00,2023-02-25 14:30:00+03:00
166,25_BIM IT,#9a9cff,C#,2:15:00,8100.0,2023-02-25 15:00:00+03:00,2023-02-25 17:15:00+03:00
167,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-02-25 17:45:00+03:00,2023-02-25 18:15:00+03:00
168,25_BIM IT,#9a9cff,C#,1:15:00,4500.0,2023-02-26 08:45:00+03:00,2023-02-26 10:00:00+03:00
169,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-02-28 17:15:00+03:00,2023-02-28 18:15:00+03:00
170,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-02-28 19:30:00+03:00,2023-02-28 20:00:00+03:00
171,25_BIM IT,#9a9cff,Python,1:00:00,3600.0,2023-03-03 16:00:00+03:00,2023-03-03 17:00:00+03:00
172,25_BIM IT,#9a9cff,C#,1:15:00,4500.0,2023-03-04 20:00:00+03:00,2023-03-04 21:15:00+03:00
173,25_BIM IT,#9a9cff,C#,1:30:00,5400.0,2023-03-05 14:30:00+03:00,2023-03-05 16:00:00+03:00
174,25_BIM IT,#9a9cff,C#,1:30:00,5400.0,2023-03-08 10:00:00+03:00,2023-03-08 11:30:00+03:00
175,25_BIM IT,#9a9cff,Python,0:15:00,900.0,2023-03-08 13:45:00+03:00,2023-03-08 14:00:00+03:00
176,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-03-08 14:45:00+03:00,2023-03-08 15:30:00+03:00
177,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-03-08 16:00:00+03:00,2023-03-08 16:30:00+03:00
178,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-03-10 19:45:00+03:00,2023-03-10 20:30:00+03:00
179,25_BIM IT,#9a9cff,Python,0:30:00,1800.0,2023-03-11 11:45:00+03:00,2023-03-11 12:15:00+03:00
180,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-03-12 14:45:00+03:00,2023-03-12 15:30:00+03:00
181,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-03-17 17:15:00+03:00,2023-03-17 18:00:00+03:00
182,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-03-17 19:45:00+03:00,2023-03-17 20:15:00+03:00
183,25_BIM IT,#9a9cff,C#,1:15:00,4500.0,2023-03-19 11:00:00+03:00,2023-03-19 12:15:00+03:00
184,25_BIM IT,#9a9cff,C#,1:00:00,3600.0,2023-03-19 12:45:00+03:00,2023-03-19 13:45:00+03:00
185,25_BIM IT,#9a9cff,C#,1:00:00,3600.0,2023-03-19 16:00:00+03:00,2023-03-19 17:00:00+03:00
186,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-03-19 17:45:00+03:00,2023-03-19 18:30:00+03:00
187,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-03-21 21:15:00+03:00,2023-03-21 21:45:00+03:00
188,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-03-22 11:30:00+03:00,2023-03-22 12:15:00+03:00
189,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-03-22 16:00:00+03:00,2023-03-22 16:30:00+03:00
190,25_BIM IT,#9a9cff,Python,1:15:00,4500.0,2023-03-24 19:45:00+03:00,2023-03-24 21:00:00+03:00
191,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-03-24 21:30:00+03:00,2023-03-24 22:15:00+03:00
192,25_BIM IT,#9a9cff,C# ,1:30:00,5400.0,2023-03-25 10:00:00+03:00,2023-03-25 11:30:00+03:00
193,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-04-11 19:45:00+03:00,2023-04-11 20:30:00+03:00
194,25_BIM IT,#9a9cff,Python,0:15:00,900.0,2023-04-11 21:00:00+03:00,2023-04-11 21:15:00+03:00
195,25_BIM IT,#9a9cff,Python,0:45:00,2700.0,2023-04-12 18:15:00+03:00,2023-04-12 19:00:00+03:00
196,25_BIM IT,#9a9cff,C#,2:30:00,9000.0,2023-04-14 09:30:00+03:00,2023-04-14 12:00:00+03:00
197,25_BIM IT,#9a9cff,Python | Git online,2:30:00,9000.0,2023-04-14 12:30:00+03:00,2023-04-14 15:00:00+03:00
198,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-04-14 15:30:00+03:00,2023-04-14 16:00:00+03:00
199,25_BIM IT,#9a9cff,C#,0:30:00,1800.0,2023-04-15 09:00:00+03:00,2023-04-15 09:30:00+03:00
200,25_BIM IT,#9a9cff,C#,0:45:00,2700.0,2023-04-16 09:45:00+03:00,2023-04-16 10:30:00+03:00
201,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-13 10:00:00+03:00,2023-01-13 14:00:00+03:00
202,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-13 14:30:00+03:00,2023-01-13 18:30:00+03:00
203,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-12 09:30:00+03:00,2023-01-12 13:30:00+03:00
204,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-16 09:30:00+03:00,2023-01-16 13:30:00+03:00
205,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-23 09:30:00+03:00,2023-01-23 13:30:00+03:00
206,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-30 09:30:00+03:00,2023-01-30 13:30:00+03:00
207,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-02-20 09:30:00+03:00,2023-02-20 13:30:00+03:00
208,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-02-27 09:30:00+03:00,2023-02-27 13:30:00+03:00
209,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-06 09:30:00+03:00,2023-03-06 13:30:00+03:00
210,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-13 09:30:00+03:00,2023-03-13 13:30:00+03:00
211,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-20 09:30:00+03:00,2023-03-20 13:30:00+03:00
212,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-27 09:30:00+03:00,2023-03-27 13:30:00+03:00
213,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-04-03 09:30:00+03:00,2023-04-03 13:30:00+03:00
214,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-04-10 09:30:00+03:00,2023-04-10 13:30:00+03:00
215,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-12 14:00:00+03:00,2023-01-12 18:00:00+03:00
216,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-16 14:00:00+03:00,2023-01-16 18:00:00+03:00
217,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-23 14:00:00+03:00,2023-01-23 18:00:00+03:00
218,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-30 14:00:00+03:00,2023-01-30 18:00:00+03:00
219,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-02-06 14:00:00+03:00,2023-02-06 18:00:00+03:00
220,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-02-13 14:00:00+03:00,2023-02-13 18:00:00+03:00
221,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-02-20 14:00:00+03:00,2023-02-20 18:00:00+03:00
222,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-02-27 14:00:00+03:00,2023-02-27 18:00:00+03:00
223,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-06 14:00:00+03:00,2023-03-06 18:00:00+03:00
224,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-13 14:00:00+03:00,2023-03-13 18:00:00+03:00
225,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-20 14:00:00+03:00,2023-03-20 18:00:00+03:00
226,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-27 14:00:00+03:00,2023-03-27 18:00:00+03:00
227,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-04-03 14:00:00+03:00,2023-04-03 18:00:00+03:00
228,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-04-10 14:00:00+03:00,2023-04-10 18:00:00+03:00
229,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-01-19 09:30:00+03:00,2023-01-19 13:30:00+03:00
230,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-02-02 09:30:00+03:00,2023-02-02 13:30:00+03:00
231,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-02-16 09:30:00+03:00,2023-02-16 13:30:00+03:00
232,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-02 09:30:00+03:00,2023-03-02 13:30:00+03:00
233,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-09 09:30:00+03:00,2023-03-09 13:30:00+03:00
234,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-16 09:30:00+03:00,2023-03-16 13:30:00+03:00
235,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-23 09:30:00+03:00,2023-03-23 13:30:00+03:00
236,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-03-30 09:30:00+03:00,2023-03-30 13:30:00+03:00
237,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-04-06 09:30:00+03:00,2023-04-06 13:30:00+03:00
238,30_АйДи,#cd74e6,АйДи,4:00:00,14400.0,2023-04-13 09:30:00+03:00,2023-04-13 13:30:00+03:00
